PERSON_ID,PLAYER_NAME,SEASON,ROUND_NUMBER,ROUND_PICK,OVERALL_PICK,DRAFT_TYPE,TEAM_ID,TEAM_CITY,TEAM_NAME,TEAM_ABBREVIATION,ORGANIZATION,ORGANIZATION_TYPE,PLAYER_PROFILE_FLAG
1641816,Hunter Tyson,2023,2,7,37,Draft,1610612760,Oklahoma City,Thunder,OKC,Clemson,College/University,1
1641775,Jordan Walsh,2023,2,8,38,Draft,1610612758,Sacramento,Kings,SAC,Arkansas,College/University,1
1631243,Mouhamed Gueye,2023,2,9,39,Draft,1610612766,Charlotte,Hornets,CHA,Washington State,College/University,1
1641721,Maxwell Lewis,2023,2,10,40,Draft,1610612743,Denver,Nuggets,DEN,Pepperdine,College/University,1
1641735,Amari Bailey,2023,2,11,41,Draft,1610612766,Charlotte,Hornets,CHA,California-Los Angeles,College/University,1
1641774,Tristan Vukcevic,2023,2,12,42,Draft,1610612764,Washington,Wizards,WAS,Real Madrid Baloncesto (Spain),Other Team/Club,1
1641712,Rayan Rupert,2023,2,13,43,Draft,1610612757,Portland,Trail Blazers,POR,Breakers (New Zealand),Other Team/Club,1
1631321,Sidy Cissoko,2023,2,14,44,Draft,1610612759,San Antonio,Spurs,SAS,Ignite (G League),Other Team/Club,1
1641713,GG Jackson,2023,2,15,45,Draft,1610612763,Memphis,Grizzlies,MEM,South Carolina,College/University,1
1641754,Seth Lundy,2023,2,16,46,Draft,1610612737,Atlanta,Hawks,ATL,Penn State,College/University,1
1631340,Mojave King,2023,2,17,47,Draft,1610612747,Los Angeles,Lakers,LAL,Ignite (G League),Other Team/Club,0
1641757,Jordan Miller,2023,2,18,48,Draft,1610612746,LA,Clippers,LAC,Miami (FL),College/University,1
1641734,Emoni Bates,2023,2,19,49,Draft,1610612739,Cleveland,Cavaliers,CLE,Eastern Michigan,College/University,1
1641749,Keyontae Johnson,2023,2,20,50,Draft,1610612760,Oklahoma City,Thunder,OKC,Kansas State,College/University,1
1630592,Jalen Wilson,2023,2,21,51,Draft,1610612751,Brooklyn,Nets,BKN,Kansas,College/University,1
1641739,Toumani Camara,2023,2,22,52,Draft,1610612756,Phoenix,Suns,PHX,Dayton,College/University,1
1641740,Jaylen Clark,2023,2,23,53,Draft,1610612750,Minnesota,Timberwolves,MIN,California-Los Angeles,College/University,1
1641771,Jalen Slawson,2023,2,24,54,Draft,1610612758,Sacramento,Kings,SAC,Furman,College/University,1
1631209,Isaiah Wong,2023,2,25,55,Draft,1610612754,Indiana,Pacers,IND,Miami (FL),College/University,1
1641844,Tarik Biberovic,2023,2,26,56,Draft,1610612763,Memphis,Grizzlies,MEM,Fenerbahce S.K. (Turkey),Other Team/Club,0
1631218,Trayce Jackson-Davis,2023,2,27,57,Draft,1610612764,Washington,Wizards,WAS,Indiana,College/University,1
1641753,Chris Livingston,2023,2,28,58,Draft,1610612749,Milwaukee,Bucks,MIL,Kentucky,College/University,1
1642258,Zaccharie Risacher,2024,1,1,1,Draft,1610612737,Atlanta,Hawks,ATL,JL Bourg (France),Other Team/Club,1
1642259,Alex Sarr,2024,1,2,2,Draft,1610612764,Washington,Wizards,WAS,Perth Wildcats (Australia),Other Team/Club,1
1642263,Reed Sheppard,2024,1,3,3,Draft,1610612745,Houston,Rockets,HOU,Kentucky,College/University,1
1642264,Stephon Castle,2024,1,4,4,Draft,1610612759,San Antonio,Spurs,SAS,Connecticut,College/University,1
1641842,Ronald Holland II,2024,1,5,5,Draft,1610612765,Detroit,Pistons,DET,Ignite (G League),Other Team/Club,1
1642275,Tidjane Salaün,2024,1,6,6,Draft,1610612766,Charlotte,Hornets,CHA,Cholet Basket (France),Other Team/Club,1
1642270,Donovan Clingan,2024,1,7,7,Draft,1610612757,Portland,Trail Blazers,POR,Connecticut,College/University,1
1642265,Rob Dillingham,2024,1,8,8,Draft,1610612759,San Antonio,Spurs,SAS,Kentucky,College/University,1
1641744,Zach Edey,2024,1,9,9,Draft,1610612763,Memphis,Grizzlies,MEM,Purdue,College/University,1
1642262,Cody Williams,2024,1,10,10,Draft,1610612762,Utah,Jazz,UTA,Colorado,College/University,1
1641824,Matas Buzelis,2024,1,11,11,Draft,1610612741,Chicago,Bulls,CHI,Ignite (G League),Other Team/Club,1
1642260,Nikola Topić,2024,1,12,12,Draft,1610612760,Oklahoma City,Thunder,OKC,KK Crvena zvezda (Serbia),Other Team/Club,1
1642269,Devin Carter,2024,1,13,13,Draft,1610612758,Sacramento,Kings,SAC,Providence,College/University,1
1642267,Bub Carrington,2024,1,14,14,Draft,1610612757,Portland,Trail Blazers,POR,Pittsburgh,College/University,1
1642276,Kel'el Ware,2024,1,15,15,Draft,1610612748,Miami,Heat,MIA,Indiana,College/University,1
1642272,Jared McCain,2024,1,16,16,Draft,1610612755,Philadelphia,76ers,PHI,Duke,College/University,1
1642261,Dalton Knecht,2024,1,17,17,Draft,1610612747,Los Angeles,Lakers,LAL,Tennessee,College/University,1
1641783,Tristan da Silva,2024,1,18,18,Draft,1610612753,Orlando,Magic,ORL,Colorado,College/University,1
1642266,Ja'Kobe Walter,2024,1,19,19,Draft,1610612761,Toronto,Raptors,TOR,Baylor,College/University,1
1642281,Jaylon Tyson,2024,1,20,20,Draft,1610612739,Cleveland,Cavaliers,CLE,California,College/University,1
1642274,Yves Missi,2024,1,21,21,Draft,1610612740,New Orleans,Pelicans,NOP,Baylor,College/University,1
1641747,DaRon Holmes II,2024,1,22,22,Draft,1610612756,Phoenix,Suns,PHX,Dayton,College/University,1
1642358,AJ Johnson,2024,1,23,23,Draft,1610612749,Milwaukee,Bucks,MIL,Illawarra (Australia),Other Team/Club,1
1642273,Kyshawn George,2024,1,24,24,Draft,1610612752,New York,Knicks,NYK,Miami (FL),College/University,1
1642359,Pacôme Dadiet,2024,1,25,25,Draft,1610612752,New York,Knicks,NYK,Ratiopharm Ulm (Germany),Other Team/Club,1
1641794,Dillon Jones,2024,1,26,26,Draft,1610612764,Washington,Wizards,WAS,Weber State,College/University,1
1630545,Terrence Shannon Jr.,2024,1,27,27,Draft,1610612750,Minnesota,Timberwolves,MIN,Illinois,College/University,1
1642346,Ryan Dunn,2024,1,28,28,Draft,1610612743,Denver,Nuggets,DEN,Virginia,College/University,1
1642268,Isaiah Collier,2024,1,29,29,Draft,1610612762,Utah,Jazz,UTA,Southern California,College/University,1
1631248,Baylor Scheierman,2024,1,30,30,Draft,1610612738,Boston,Celtics,BOS,Creighton,College/University,1
1642367,Jonathan Mogbo,2024,2,1,31,Draft,1610612761,Toronto,Raptors,TOR,San Francisco,College/University,1
1642271,Kyle Filipowski,2024,2,2,32,Draft,1610612762,Utah,Jazz,UTA,Duke,College/University,1
1641890,Tyler Smith,2024,2,3,33,Draft,1610612749,Milwaukee,Bucks,MIL,Ignite (G League),Other Team/Club,1
1642278,Tyler Kolek,2024,2,4,34,Draft,1610612757,Portland,Trail Blazers,POR,Marquette,College/University,1
1642277,Johnny Furphy,2024,2,5,35,Draft,1610612759,San Antonio,Spurs,SAS,Kansas,College/University,1
1642361,Juan Nunez,2024,2,6,36,Draft,1610612754,Indiana,Pacers,IND,Ratiopharm Ulm (Germany),Other Team/Club,0
1641752,Bobi Klintman,2024,2,7,37,Draft,1610612750,Minnesota,Timberwolves,MIN,Cairns Taipans (Australia),Other Team/Club,1
1642349,Ajay Mitchell,2024,2,8,38,Draft,1610612752,New York,Knicks,NYK,California-Santa Barbara,College/University,1
1642377,Jaylen Wells,2024,2,9,39,Draft,1610612763,Memphis,Grizzlies,MEM,Washington State,College/University,1
1642345,Oso Ighodaro,2024,2,10,40,Draft,1610612757,Portland,Trail Blazers,POR,Marquette,College/University,1
1641737,Adem Bona,2024,2,11,41,Draft,1610612755,Philadelphia,76ers,PHI,California-Los Angeles,College/University,1
1642354,KJ Simpson,2024,2,12,42,Draft,1610612766,Charlotte,Hornets,CHA,Colorado,College/University,1
1642365,Nikola Đurišić,2024,2,13,43,Draft,1610612748,Miami,Heat,MIA,KK Mega Leks (Serbia),Other Team/Club,1
1641796,Pelle Larsson,2024,2,14,44,Draft,1610612745,Houston,Rockets,HOU,Arizona,College/University,1
1642347,Jamal Shead,2024,2,15,45,Draft,1610612758,Sacramento,Kings,SAC,Houston,College/University,1
1642353,Cam Christie,2024,2,16,46,Draft,1610612746,LA,Clippers,LAC,Minnesota,College/University,1
1641810,Antonio Reeves,2024,2,17,47,Draft,1610612753,Orlando,Magic,ORL,Kentucky,College/University,1
1631127,Harrison Ingram,2024,2,18,48,Draft,1610612759,San Antonio,Spurs,SAS,North Carolina,College/University,1
1641803,Tristen Newton,2024,2,19,49,Draft,1610612754,Indiana,Pacers,IND,Connecticut,College/University,1
1642402,Enrique Freeman,2024,2,20,50,Draft,1610612754,Indiana,Pacers,IND,Akron,College/University,1
1642351,Melvin Ajinca,2024,2,21,51,Draft,1610612752,New York,Knicks,NYK,Saint-Quentin BB (France),Other Team/Club,0
1642366,Quinten Post,2024,2,22,52,Draft,1610612744,Golden State,Warriors,GSW,Boston College,College/University,1
1642285,Cam Spencer,2024,2,23,53,Draft,1610612765,Detroit,Pistons,DET,Connecticut,College/University,1
1641817,Anton Watson,2024,2,24,54,Draft,1610612738,Boston,Celtics,BOS,Gonzaga,College/University,1
1642355,Bronny James,2024,2,25,55,Draft,1610612747,Los Angeles,Lakers,LAL,Southern California,College/University,1
1641755,Kevin McCullar Jr.,2024,2,26,56,Draft,1610612756,Phoenix,Suns,PHX,Kansas,College/University,1
1642279,Ulrich Chomche,2024,2,27,57,Draft,1610612763,Memphis,Grizzlies,MEM,APR BBC (Rwanda),Other Team/Club,1
1630574,Ariel Hukporti,2024,2,28,58,Draft,1610612742,Dallas,Mavericks,DAL,MHP Riesen (Germany),Other Team/Club,1
1642843,Cooper Flagg,2025,1,1,1,Draft,1610612742,Dallas,Mavericks,DAL,Duke,College/University,1
1642844,Dylan Harper,2025,1,2,2,Draft,1610612759,San Antonio,Spurs,SAS,Rutgers,College/University,1
1642845,VJ Edgecombe,2025,1,3,3,Draft,1610612755,Philadelphia,76ers,PHI,Baylor,College/University,1
1642851,Kon Knueppel,2025,1,4,4,Draft,1610612766,Charlotte,Hornets,CHA,Duke,College/University,1
1642846,Ace Bailey,2025,1,5,5,Draft,1610612762,Utah,Jazz,UTA,Rutgers,College/University,1
1642848,Tre Johnson,2025,1,6,6,Draft,1610612764,Washington,Wizards,WAS,Texas,College/University,1
1642847,Jeremiah Fears,2025,1,7,7,Draft,1610612740,New Orleans,Pelicans,NOP,Oklahoma,College/University,1
1642856,Egor Dëmin,2025,1,8,8,Draft,1610612751,Brooklyn,Nets,BKN,Brigham Young,College/University,1
1642867,Collin Murray-Boyles,2025,1,9,9,Draft,1610612761,Toronto,Raptors,TOR,South Carolina,College/University,1
1642863,Khaman Maluach,2025,1,10,10,Draft,1610612745,Houston,Rockets,HOU,Duke,College/University,1
1642907,Cedric Coward,2025,1,11,11,Draft,1610612757,Portland,Trail Blazers,POR,Washington State,College/University,1
1642855,Noa Essengue,2025,1,12,12,Draft,1610612741,Chicago,Bulls,CHI,Ratiopharm Ulm (Germany),Other Team/Club,1
1642852,Derik Queen,2025,1,13,13,Draft,1610612737,Atlanta,Hawks,ATL,Maryland,College/University,1
1642868,Carter Bryant,2025,1,14,14,Draft,1610612759,San Antonio,Spurs,SAS,Arizona,College/University,1
1642850,Thomas Sorber,2025,1,15,15,Draft,1610612760,Oklahoma City,Thunder,OKC,Georgetown,College/University,1
1642905,Yang Hansen,2025,1,16,16,Draft,1610612763,Memphis,Grizzlies,MEM,Qingdao (China),Other Team/Club,1
1642866,Joan Beringer,2025,1,17,17,Draft,1610612750,Minnesota,Timberwolves,MIN,Cedevita Olimpija (Slovenia),Other Team/Club,1
1642383,Walter Clayton Jr.,2025,1,18,18,Draft,1610612764,Washington,Wizards,WAS,Florida,College/University,1
1642849,Nolan Traore,2025,1,19,19,Draft,1610612751,Brooklyn,Nets,BKN,Saint-Quentin BB (France),Other Team/Club,1
1642857,Kasparas Jakučionis,2025,1,20,20,Draft,1610612748,Miami,Heat,MIA,Illinois,College/University,1
1642860,Will Riley,2025,1,21,21,Draft,1610612762,Utah,Jazz,UTA,Illinois,College/University,1
1642962,Drake Powell,2025,1,22,22,Draft,1610612737,Atlanta,Hawks,ATL,North Carolina,College/University,1
1642854,Asa Newell,2025,1,23,23,Draft,1610612740,New Orleans,Pelicans,NOP,Georgia,College/University,1
1642363,Nique Clifford,2025,1,24,24,Draft,1610612760,Oklahoma City,Thunder,OKC,Colorado State,College/University,1
1642859,Jase Richardson,2025,1,25,25,Draft,1610612753,Orlando,Magic,ORL,Michigan State,College/University,1
1642879,Ben Saraf,2025,1,26,26,Draft,1610612751,Brooklyn,Nets,BKN,Ratiopharm Ulm (Germany),Other Team/Club,1
1642874,Danny Wolf,2025,1,27,27,Draft,1610612751,Brooklyn,Nets,BKN,Michigan,College/University,1
1642864,Hugo González,2025,1,28,28,Draft,1610612738,Boston,Celtics,BOS,Real Madrid Baloncesto (Spain),Other Team/Club,1
1642862,Liam McNeeley,2025,1,29,29,Draft,1610612756,Phoenix,Suns,PHX,Connecticut,College/University,1
1642949,Yanic Konan Niederhäuser,2025,1,30,30,Draft,1610612746,LA,Clippers,LAC,Penn State,College/University,1
1642853,Rasheer Fleming,2025,2,1,31,Draft,1610612750,Minnesota,Timberwolves,MIN,Saint Joseph's,College/University,1
1642869,Noah Penda,2025,2,2,32,Draft,1610612738,Boston,Celtics,BOS,Le Mans Sarthe Basket (France),Other Team/Club,1
1642883,Sion James,2025,2,3,33,Draft,1610612766,Charlotte,Hornets,CHA,Duke,College/University,1
1641750,Ryan Kalkbrenner,2025,2,4,34,Draft,1610612766,Charlotte,Hornets,CHA,Creighton,College/University,1
1641780,Johni Broome,2025,2,5,35,Draft,1610612755,Philadelphia,76ers,PHI,Auburn,College/University,1
1642876,Adou Thiero,2025,2,6,36,Draft,1610612751,Brooklyn,Nets,BKN,Arkansas,College/University,1
1642404,Chaz Lanier,2025,2,7,37,Draft,1610612765,Detroit,Pistons,DET,Tennessee,College/University,1
1642880,Kam Jones,2025,2,8,38,Draft,1610612759,San Antonio,Spurs,SAS,Marquette,College/University,1
1642918,Alijah Martin,2025,2,9,39,Draft,1610612761,Toronto,Raptors,TOR,Florida,College/University,1
1642877,Micah Peavy,2025,2,10,40,Draft,1610612764,Washington,Wizards,WAS,Georgetown,College/University,1
1642886,Koby Brea,2025,2,11,41,Draft,1610612744,Golden State,Warriors,GSW,Kentucky,College/University,1
1642875,Maxime Raynaud,2025,2,12,42,Draft,1610612758,Sacramento,Kings,SAC,Stanford,College/University,1
1642364,Jamir Watkins,2025,2,13,43,Draft,1610612764,Washington,Wizards,WAS,Florida State,College/University,1
1642964,Brooks Barnhizer,2025,2,14,44,Draft,1610612760,Oklahoma City,Thunder,OKC,Northwestern,College/University,1
1642911,Rocco Zikarsky,2025,2,15,45,Draft,1610612741,Chicago,Bulls,CHI,Brisbane (Australia),Other Team/Club,1
1642873,Amari Williams,2025,2,16,46,Draft,1610612753,Orlando,Magic,ORL,Kentucky,College/University,1
1642881,Bogoljub Markovic,2025,2,17,47,Draft,1610612749,Milwaukee,Bucks,MIL,KK Mega Leks (Serbia),Other Team/Club,0
1642914,Javon Small,2025,2,18,48,Draft,1610612763,Memphis,Grizzlies,MEM,West Virginia,College/University,1
1642878,Tyrese Proctor,2025,2,19,49,Draft,1610612739,Cleveland,Cavaliers,CLE,Duke,College/University,1
1642920,Kobe Sanders,2025,2,20,50,Draft,1610612752,New York,Knicks,NYK,Nevada-Reno,College/University,1
1642885,Mohamed Diawara,2025,2,21,51,Draft,1610612746,LA,Clippers,LAC,Cholet Basket (France),Other Team/Club,1
1642893,Alex Toohey,2025,2,22,52,Draft,1610612756,Phoenix,Suns,PHX,Sydney (Australia),Other Team/Club,1
1642910,John Tonje,2025,2,23,53,Draft,1610612762,Utah,Jazz,UTA,Wisconsin,College/University,1
1643007,Taelon Peter,2025,2,24,54,Draft,1610612754,Indiana,Pacers,IND,Liberty,College/University,1
1642950,Lachlan Olbrich,2025,2,25,55,Draft,1610612747,Los Angeles,Lakers,LAL,Illawarra (Australia),Other Team/Club,1
1642954,Will Richard,2025,2,26,56,Draft,1610612763,Memphis,Grizzlies,MEM,Florida,College/University,1
1642917,Max Shulga,2025,2,27,57,Draft,1610612753,Orlando,Magic,ORL,Virginia Commonwealth,College/University,1
1643008,Saliou Niang,2025,2,28,58,Draft,1610612739,Cleveland,Cavaliers,CLE,Trento (Italy),Other Team/Club,0
1642942,Jahmai Mashack,2025,2,29,59,Draft,1610612745,Houston,Rockets,HOU,Tennessee,College/University,0
