player_name,OVERALL_PICK,SEASON,Totals_FG,Totals_FT,Totals_TRB,Totals_BLK,Totals_STL,Totals_TOV,Totals_PF,Shooting_FG%,MP,Age
Andre Roberson,26,2013,132,54,347,41.0,67.0,74.0,77.0,0.48,1036.0,21.0
Archie Goodwin,29,2013,157,135,152,15.0,36.0,101.0,97.0,0.44,1048.0,18.0
Allen Crabbe,31,2013,215,113,200,23.0,37.0,83.0,69.0,0.459,1195.0,20.0
Carrick Felix,33,2013,189,81,285,39.0,50.0,70.0,105.0,0.5,1235.0,22.0
Isaiah Canaan,34,2013,215,152,110,4.0,47.0,98.0,58.0,0.431,1131.0,21.0
Ray McCallum,36,2013,214,147,167,20.0,64.0,68.0,66.0,0.491,1208.0,21.0
Tony Mitchell,37,2013,140,106,273,87.0,31.0,78.0,93.0,0.44,1037.0,20.0
Nate Wolters,38,2013,242,187,184,4.0,57.0,77.0,51.0,0.485,1256.0,21.0
Jeff Withey,39,2013,185,137,315,146.0,28.0,73.0,77.0,0.582,1144.0,22.0
Grant Jerrett,40,2013,63,18,122,33.0,16.0,19.0,44.0,0.409,606.0,19.0
Jamaal Franklin,41,2013,165,171,304,26.0,51.0,110.0,83.0,0.411,1058.0,21.0
Pierre Jackson,42,2013,216,192,135,0.0,54.0,122.0,80.0,0.427,1252.0,21.0
Mike Muscala,44,2013,227,179,378,80.0,17.0,58.0,74.0,0.509,1079.0,21.0
Erick Green,46,2013,261,218,127,6.0,42.0,69.0,44.0,0.475,1166.0,21.0
Ryan Kelly,48,2013,96,69,122,37.0,16.0,23.0,55.0,0.453,664.0,21.0
Erik Murphy,49,2013,164,40,199,25.0,23.0,51.0,101.0,0.516,952.0,22.0
James Ennis III,50,2013,182,126,221,43.0,58.0,99.0,75.0,0.491,1093.0,22.0
Romero Osby,51,2013,55,26,89,12.0,8.0,34.0,33.0,0.462,457.0,19.0
Romero Osby,51,2013,174,154,225,27.0,20.0,42.0,78.0,0.526,912.0,22.0
Lorenzo Brown,52,2013,140,108,143,19.0,65.0,114.0,65.0,0.419,1129.0,22.0
Colton Iverson,53,2013,58,51,155,20.0,14.0,48.0,72.0,0.446,568.0,21.0
Colton Iverson,53,2013,183,131,342,25.0,20.0,69.0,91.0,0.596,1033.0,23.0
Arsalan Kazemi,54,2013,113,102,350,23.0,71.0,52.0,66.0,0.595,1016.0,22.0
Arsalan Kazemi,54,2013,136,126,340,32.0,69.0,65.0,86.0,0.594,970.0,21.0
Peyton Siva,56,2013,139,85,94,6.0,90.0,106.0,103.0,0.404,1247.0,22.0
Alex Oriakhi,57,2013,93,41,163,45.0,4.0,41.0,61.0,0.495,731.0,21.0
Alex Oriakhi,57,2013,138,106,286,54.0,20.0,47.0,79.0,0.639,878.0,22.0
Deshaun Thomas,58,2013,259,141,220,11.0,19.0,52.0,54.0,0.444,1309.0,21.0
Andrew Wiggins,1,2014,189,176,205,34.0,41.0,80.0,94.0,0.448,1148.0,18.0
Jabari Parker,2,2014,236,160,306,43.0,37.0,81.0,83.0,0.473,1074.0,18.0
Joel Embiid,3,2014,107,98,227,72.0,25.0,66.0,94.0,0.626,647.0,19.0
Aaron Gordon,4,2014,189,76,303,39.0,34.0,55.0,90.0,0.495,1187.0,18.0
Marcus Smart,6,2014,163,182,183,18.0,89.0,82.0,91.0,0.422,1014.0,19.0
Julius Randle,7,2014,196,204,416,31.0,20.0,101.0,91.0,0.501,1233.0,19.0
Nik Stauskas,8,2014,185,168,105,11.0,20.0,67.0,47.0,0.47,1281.0,20.0
Noah Vonleh,9,2014,113,96,269,41.0,26.0,64.0,81.0,0.523,794.0,18.0
Elfrid Payton,10,2014,237,184,210,21.0,80.0,127.0,83.0,0.509,1258.0,19.0
Doug McDermott,11,2014,330,178,244,5.0,8.0,62.0,67.0,0.526,1181.0,22.0
Zach LaVine,13,2014,127,47,94,6.0,33.0,42.0,73.0,0.441,904.0,18.0
T.J. Warren,14,2014,342,156,250,21.0,63.0,83.0,97.0,0.525,1238.0,20.0
Adreian Payne,15,2014,178,109,225,28.0,15.0,63.0,80.0,0.503,870.0,22.0
James Young,17,2014,183,125,171,8.0,30.0,75.0,83.0,0.407,1296.0,18.0
Tyler Ennis,18,2014,148,114,115,6.0,71.0,58.0,69.0,0.411,1215.0,19.0
Gary Harris,19,2014,195,115,140,15.0,63.0,60.0,73.0,0.429,1131.0,19.0
Mitch McGary,21,2014,30,16,66,6.0,15.0,13.0,25.0,0.545,198.0,21.0
Jordan Adams,22,2014,208,158,192,5.0,95.0,54.0,78.0,0.485,1082.0,19.0
Rodney Hood,23,2014,127,27,153,14.0,13.0,30.0,41.0,0.443,1050.0,19.0
Rodney Hood,23,2014,191,109,138,9.0,25.0,54.0,91.0,0.464,1150.0,21.0
Shabazz Napier,24,2014,213,207,234,13.0,73.0,114.0,84.0,0.429,1404.0,22.0
C.J. Wilcox,28,2014,197,103,119,32.0,32.0,54.0,75.0,0.453,1116.0,23.0
Josh Huestis,29,2014,156,64,295,69.0,21.0,43.0,76.0,0.451,1266.0,22.0
Kyle Anderson,30,2014,181,137,315,27.0,64.0,110.0,60.0,0.48,1196.0,20.0
Joe Harris,33,2014,149,73,109,8.0,35.0,48.0,88.0,0.441,1066.0,22.0
Cleanthony Early,34,2014,187,151,213,28.0,29.0,70.0,83.0,0.484,986.0,22.0
Jarnell Stokes,35,2014,199,160,392,34.0,26.0,77.0,73.0,0.531,1199.0,20.0
DeAndre Daniels,37,2014,188,70,228,54.0,26.0,56.0,90.0,0.469,1103.0,21.0
Spencer Dinwiddie,38,2014,61,102,52,4.0,26.0,30.0,32.0,0.466,529.0,20.0
Jerami Grant,39,2014,133,120,217,18.0,26.0,37.0,75.0,0.496,1005.0,19.0
Glenn Robinson III,40,2014,182,87,164,11.0,35.0,46.0,55.0,0.488,1194.0,20.0
Nick Johnson,42,2014,205,146,154,25.0,43.0,64.0,76.0,0.432,1257.0,21.0
Markel Brown,44,2014,190,149,179,35.0,34.0,55.0,86.0,0.473,1201.0,22.0
Dwight Powell,45,2014,175,145,247,30.0,47.0,104.0,113.0,0.462,1167.0,22.0
Jordan Clarkson,46,2014,167,134,120,17.0,29.0,83.0,73.0,0.435,1052.0,19.0
Jordan Clarkson,46,2014,209,162,134,6.0,38.0,93.0,76.0,0.448,1228.0,21.0
Russ Smith,47,2014,225,153,122,4.0,74.0,105.0,92.0,0.468,1084.0,22.0
Lamar Patterson,48,2014,202,132,175,12.0,51.0,93.0,73.0,0.441,1174.0,22.0
Cameron Bairstow,49,2014,237,219,251,51.0,19.0,68.0,72.0,0.556,1119.0,23.0
Alec Brown,50,2014,165,88,171,94.0,15.0,65.0,67.0,0.476,909.0,21.0
Semaj Christon,55,2014,201,157,91,8.0,45.0,89.0,72.0,0.479,1200.0,21.0
Devyn Marble,56,2014,183,142,106,7.0,60.0,57.0,64.0,0.42,995.0,21.0
Jordan McRae,58,2014,223,167,128,38.0,25.0,77.0,78.0,0.436,1190.0,22.0
Xavier Thames,59,2014,54,25,45,1.0,24.0,29.0,59.0,0.412,546.0,19.0
Xavier Thames,59,2014,188,196,104,5.0,59.0,51.0,71.0,0.411,1126.0,23.0
Cory Jefferson,60,2014,184,137,312,49.0,15.0,51.0,83.0,0.5,1103.0,23.0
Karl-Anthony Towns,1,2015,145,109,261,88.0,18.0,53.0,115.0,0.566,822.0,19.0
D'Angelo Russell,2,2015,231,118,198,11.0,55.0,102.0,74.0,0.449,1188.0,18.0
Jahlil Okafor,3,2015,279,99,322,54.0,29.0,95.0,81.0,0.664,1143.0,19.0
Willie Cauley-Stein,6,2015,135,79,251,67.0,47.0,48.0,78.0,0.572,1012.0,21.0
Stanley Johnson,8,2015,174,132,247,15.0,57.0,82.0,100.0,0.446,1081.0,18.0
Frank Kaminsky,9,2015,267,156,320,57.0,33.0,63.0,65.0,0.547,1311.0,21.0
Justise Winslow,10,2015,173,100,252,34.0,52.0,71.0,108.0,0.486,1135.0,18.0
Myles Turner,11,2015,117,94,222,89.0,10.0,47.0,82.0,0.455,755.0,18.0
Trey Lyles,12,2015,117,75,188,16.0,19.0,41.0,57.0,0.488,828.0,19.0
Devin Booker,13,2015,135,53,76,2.0,17.0,37.0,58.0,0.47,816.0,18.0
Cameron Payne,14,2015,245,133,129,17.0,68.0,87.0,72.0,0.456,1127.0,20.0
Kelly Oubre Jr.,15,2015,110,79,179,13.0,41.0,43.0,71.0,0.444,756.0,19.0
Terry Rozier,16,2015,214,139,200,6.0,72.0,79.0,62.0,0.411,1260.0,20.0
Rashad Vaughn,17,2015,144,68,111,8.0,18.0,50.0,54.0,0.439,742.0,18.0
Sam Dekker,18,2015,213,80,220,18.0,21.0,36.0,42.0,0.525,1239.0,20.0
Jerian Grant,19,2015,204,170,115,19.0,63.0,82.0,75.0,0.478,1408.0,22.0
Delon Wright,20,2015,165,153,173,34.0,73.0,68.0,49.0,0.509,1165.0,22.0
Justin Anderson,21,2015,103,64,105,14.0,17.0,31.0,30.0,0.466,724.0,21.0
Bobby Portis,22,2015,250,115,321,50.0,39.0,56.0,78.0,0.536,1076.0,19.0
Rondae Hollis-Jefferson,23,2015,138,145,260,32.0,44.0,59.0,94.0,0.502,1090.0,20.0
Tyus Jones,24,2015,135,144,137,3.0,59.0,76.0,46.0,0.417,1322.0,18.0
Jarell Martin,25,2015,202,140,305,23.0,38.0,92.0,92.0,0.509,1159.0,20.0
Larry Nance Jr.,27,2015,185,114,224,37.0,37.0,70.0,69.0,0.514,1082.0,22.0
Chris McCullough,29,2015,54,40,110,33.0,27.0,35.0,41.0,0.478,450.0,19.0
Kevon Looney,30,2015,151,92,331,32.0,46.0,45.0,104.0,0.47,1113.0,18.0
Montrezl Harrell,32,2015,213,114,321,42.0,33.0,69.0,74.0,0.566,1229.0,21.0
Jordan Mickey,33,2015,191,95,308,112.0,29.0,101.0,81.0,0.504,1081.0,20.0
Anthony Brown,34,2015,176,116,256,7.0,28.0,72.0,78.0,0.431,1320.0,22.0
Rakeem Christmas,36,2015,203,136,282,78.0,29.0,78.0,105.0,0.552,1064.0,23.0
Richaun Holmes,37,2015,165,109,248,83.0,22.0,60.0,77.0,0.563,892.0,21.0
Darrun Hilliard,38,2015,170,82,109,12.0,63.0,42.0,78.0,0.44,1007.0,21.0
Josh Richardson,40,2015,184,99,143,16.0,67.0,85.0,79.0,0.461,1162.0,21.0
Pat Connaughton,41,2015,166,50,282,36.0,27.0,44.0,75.0,0.466,1351.0,22.0
Olivier Hanlan,42,2015,225,110,135,1.0,41.0,85.0,68.0,0.454,1204.0,21.0
Joe Young,43,2015,185,140,112,0.0,19.0,41.0,40.0,0.458,1048.0,20.0
Joe Young,43,2015,265,124,160,1.0,41.0,87.0,51.0,0.448,1322.0,22.0
Andrew Harrison,44,2015,101,126,87,8.0,40.0,64.0,70.0,0.378,994.0,20.0
Marcus Thornton,45,2015,215,127,92,4.0,21.0,77.0,36.0,0.456,1210.0,21.0
Norman Powell,46,2015,213,127,169,16.0,66.0,80.0,91.0,0.456,1244.0,21.0
Dakari Johnson,48,2015,79,90,179,36.0,14.0,42.0,69.0,0.506,635.0,19.0
Aaron White,49,2015,171,195,248,16.0,45.0,41.0,53.0,0.521,1070.0,22.0
Tyler Harvey,51,2015,230,150,116,4.0,36.0,64.0,60.0,0.469,1182.0,21.0
Sir'Dominic Pointer,53,2015,175,100,253,80.0,63.0,66.0,99.0,0.524,1143.0,22.0
Cady Lalanne,55,2015,138,91,304,61.0,19.0,80.0,87.0,0.552,929.0,22.0
Branden Dawson,56,2015,182,51,318,58.0,42.0,67.0,72.0,0.535,1055.0,21.0
Ben Simmons,1,2016,216,199,388,27.0,65.0,111.0,92.0,0.56,1151.0,19.0
Brandon Ingram,2,2016,214,116,244,49.0,41.0,72.0,74.0,0.442,1246.0,18.0
Jaylen Brown,3,2016,163,142,182,22.0,27.0,105.0,108.0,0.431,939.0,19.0
Kris Dunn,5,2016,184,132,176,20.0,82.0,116.0,93.0,0.448,1088.0,21.0
Buddy Hield,6,2016,301,176,212,18.0,42.0,113.0,76.0,0.501,1309.0,23.0
Jamal Murray,7,2016,244,119,186,11.0,35.0,84.0,75.0,0.454,1267.0,18.0
Marquese Chriss,8,2016,179,88,183,55.0,32.0,69.0,138.0,0.53,848.0,18.0
Jakob Poeltl,9,2016,228,164,327,56.0,21.0,74.0,83.0,0.646,1093.0,20.0
Domantas Sabonis,11,2016,239,150,426,31.0,22.0,92.0,115.0,0.611,1149.0,19.0
Taurean Prince,12,2016,187,113,206,25.0,43.0,91.0,86.0,0.432,1040.0,21.0
Denzel Valentine,14,2016,205,81,233,7.0,32.0,85.0,52.0,0.462,1022.0,22.0
Henry Ellenson,18,2016,194,143,321,49.0,28.0,78.0,84.0,0.446,1107.0,19.0
Malik Beasley,19,2016,185,104,180,6.0,32.0,59.0,75.0,0.471,1014.0,19.0
Caris LeVert,20,2016,82,54,80,3.0,15.0,25.0,18.0,0.506,464.0,21.0
DeAndre' Bembry,21,2016,238,117,279,30.0,51.0,73.0,88.0,0.479,1341.0,21.0
Malachi Richardson,22,2016,152,113,158,10.0,42.0,79.0,91.0,0.369,1272.0,20.0
Brice Johnson,25,2016,267,144,416,59.0,43.0,71.0,106.0,0.614,1121.0,21.0
Pascal Siakam,27,2016,275,137,395,75.0,34.0,67.0,92.0,0.539,1176.0,21.0
Dejounte Murray,29,2016,202,110,203,10.0,62.0,110.0,90.0,0.416,1139.0,19.0
Damian Jones,30,2016,184,90,227,54.0,8.0,65.0,108.0,0.59,866.0,20.0
Deyonta Davis,31,2016,119,23,191,64.0,9.0,30.0,80.0,0.598,650.0,19.0
Cheick Diallo,33,2016,33,15,68,23.0,7.0,17.0,38.0,0.569,202.0,19.0
Tyler Ulis,34,2016,192,167,105,4.0,51.0,69.0,64.0,0.434,1288.0,20.0
Malcolm Brogdon,36,2016,230,140,150,9.0,35.0,52.0,76.0,0.457,1263.0,23.0
Chinanu Onuaku,37,2016,137,33,263,62.0,24.0,65.0,92.0,0.62,762.0,19.0
Patrick McCaw,38,2016,168,82,169,13.0,81.0,68.0,73.0,0.465,1113.0,20.0
Diamond Stone,40,2016,167,102,188,55.0,18.0,53.0,80.0,0.568,807.0,18.0
Stephen Zimmerman,41,2016,102,63,227,51.0,14.0,54.0,79.0,0.477,680.0,19.0
Isaiah Whitehead,42,2016,194,149,122,49.0,40.0,119.0,78.0,0.379,1098.0,20.0
Demetrius Jackson,45,2016,193,113,121,10.0,43.0,76.0,68.0,0.451,1259.0,21.0
Jake Layman,47,2016,140,79,189,36.0,40.0,61.0,69.0,0.5,1112.0,21.0
Michael Gbinije,49,2016,11,7,16,1.0,3.0,8.0,19.0,0.55,111.0,19.0
Michael Gbinije,49,2016,225,106,151,13.0,70.0,105.0,98.0,0.461,1403.0,23.0
Georges Niang,50,2016,283,96,218,22.0,31.0,92.0,111.0,0.546,1162.0,22.0
Ben Bentil,51,2016,246,194,268,36.0,30.0,67.0,97.0,0.462,1198.0,20.0
Joel Bolomboy,52,2016,193,159,415,40.0,23.0,78.0,73.0,0.573,1041.0,22.0
Kay Felder,54,2016,269,239,149,7.0,69.0,120.0,104.0,0.44,1286.0,20.0
Marcus Paige,55,2016,141,72,86,15.0,39.0,42.0,51.0,0.398,1075.0,22.0
Daniel Hamilton,56,2016,159,86,321,15.0,38.0,85.0,66.0,0.387,1147.0,20.0
Abdel Nader,58,2016,89,44,107,10.0,25.0,61.0,54.0,0.337,483.0,19.0
Abdel Nader,58,2016,161,78,174,23.0,37.0,79.0,98.0,0.478,1088.0,22.0
Isaiah Cousins,59,2016,169,65,165,10.0,51.0,88.0,63.0,0.406,1232.0,21.0
Tyrone Wallace,60,2016,151,100,148,12.0,27.0,74.0,63.0,0.44,901.0,21.0
Markelle Fultz,1,2017,209,109,143,30.0,40.0,80.0,63.0,0.476,892.0,18.0
Lonzo Ball,2,2017,189,66,216,28.0,66.0,89.0,65.0,0.551,1263.0,19.0
Jayson Tatum,3,2017,165,118,213,33.0,39.0,76.0,86.0,0.452,966.0,18.0
Josh Jackson,4,2017,220,98,258,37.0,59.0,97.0,104.0,0.513,1077.0,19.0
De'Aaron Fox,5,2017,214,156,143,7.0,53.0,87.0,90.0,0.479,1064.0,19.0
Jonathan Isaac,6,2017,130,92,251,49.0,37.0,48.0,70.0,0.508,839.0,19.0
Lauri Markkanen,7,2017,185,137,266,19.0,15.0,40.0,73.0,0.492,1140.0,19.0
Dennis Smith Jr.,9,2017,191,143,146,14.0,62.0,108.0,67.0,0.455,1114.0,19.0
Zach Collins,10,2017,135,110,230,69.0,18.0,60.0,105.0,0.652,673.0,19.0
Malik Monk,11,2017,251,148,95,19.0,36.0,75.0,72.0,0.45,1218.0,18.0
Luke Kennard,12,2017,237,160,188,13.0,31.0,59.0,83.0,0.489,1314.0,20.0
Donovan Mitchell,13,2017,181,87,165,17.0,70.0,56.0,88.0,0.408,1098.0,20.0
Bam Adebayo,14,2017,170,154,304,57.0,26.0,64.0,99.0,0.599,1145.0,19.0
Justin Jackson,15,2017,264,98,186,9.0,31.0,69.0,55.0,0.443,1281.0,21.0
Justin Patton,16,2017,200,45,218,50.0,30.0,60.0,96.0,0.676,885.0,19.0
D.J. Wilson,17,2017,164,50,203,57.0,20.0,42.0,72.0,0.538,1155.0,20.0
T.J. Leaf,18,2017,235,72,287,39.0,22.0,52.0,89.0,0.617,1048.0,19.0
John Collins,19,2017,234,164,324,52.0,21.0,60.0,98.0,0.622,878.0,19.0
Jarrett Allen,22,2017,179,84,278,51.0,19.0,84.0,68.0,0.566,1061.0,18.0
OG Anunoby,23,2017,68,27,87,21.0,21.0,26.0,33.0,0.557,402.0,19.0
Tyler Lydon,24,2017,151,97,294,49.0,35.0,59.0,84.0,0.473,1227.0,20.0
Caleb Swanigan,26,2017,222,164,436,28.0,15.0,118.0,97.0,0.527,1139.0,19.0
Kyle Kuzma,27,2017,182,85,271,14.0,18.0,62.0,46.0,0.504,894.0,21.0
Tony Bradley,28,2017,102,65,195,22.0,10.0,25.0,69.0,0.573,553.0,19.0
Derrick White,29,2017,205,148,139,49.0,42.0,81.0,72.0,0.507,1116.0,22.0
Josh Hart,30,2017,236,127,230,10.0,56.0,71.0,81.0,0.51,1193.0,21.0
Frank Jackson,31,2017,133,77,90,2.0,20.0,49.0,85.0,0.473,895.0,18.0
Davon Reed,32,2017,161,90,158,16.0,43.0,67.0,52.0,0.433,1165.0,21.0
Wes Iwundu,33,2017,151,122,221,12.0,35.0,81.0,63.0,0.481,1098.0,22.0
Frank Mason III,34,2017,241,189,150,2.0,47.0,86.0,73.0,0.49,1301.0,22.0
Ivan Rabb,35,2017,151,124,324,31.0,21.0,67.0,96.0,0.484,1012.0,19.0
Jonah Bolden,36,2017,51,33,150,27.0,21.0,26.0,64.0,0.415,672.0,20.0
Semi Ojeleye,37,2017,5,4,14,0.0,3.0,0.0,11.0,0.278,63.0,20.0
Semi Ojeleye,37,2017,210,172,240,14.0,15.0,50.0,62.0,0.487,1195.0,22.0
Jordan Bell,38,2017,171,82,342,88.0,49.0,75.0,68.0,0.636,1124.0,22.0
Jawun Evans,39,2017,211,155,110,4.0,57.0,90.0,74.0,0.438,936.0,20.0
Dwayne Bacon,40,2017,221,104,147,4.0,35.0,71.0,55.0,0.452,1008.0,21.0
Tyler Dorsey,41,2017,189,105,135,4.0,30.0,59.0,57.0,0.467,1169.0,20.0
Thomas Bryant,42,2017,148,108,226,52.0,26.0,78.0,104.0,0.519,954.0,19.0
Damyean Dotson,44,2017,116,53,106,5.0,16.0,38.0,58.0,0.438,786.0,19.0
Damyean Dotson,44,2017,202,44,222,5.0,29.0,33.0,53.0,0.47,1098.0,22.0
Dillon Brooks,45,2017,206,95,113,16.0,38.0,72.0,97.0,0.488,886.0,21.0
Sterling Brown,46,2017,161,87,227,19.0,50.0,69.0,91.0,0.459,1143.0,21.0
Ike Anigbogu,47,2017,57,23,117,35.0,5.0,24.0,72.0,0.564,377.0,18.0
Sindarius Thornwell,48,2017,195,215,221,30.0,66.0,76.0,71.0,0.444,1051.0,22.0
Edmond Sumner,52,2017,101,100,91,16.0,27.0,58.0,51.0,0.479,696.0,21.0
Kadeem Allen,53,2017,107,86,137,21.0,53.0,65.0,83.0,0.453,1020.0,24.0
Alec Peters,54,2017,218,172,293,11.0,23.0,71.0,64.0,0.466,1019.0,21.0
Nigel Williams-Goss,55,2017,186,74,141,5.0,33.0,85.0,56.0,0.442,1104.0,20.0
Nigel Williams-Goss,55,2017,220,157,227,3.0,64.0,81.0,60.0,0.486,1248.0,22.0
Jabari Bird,56,2017,140,42,127,6.0,18.0,50.0,52.0,0.44,863.0,22.0
Jaron Blossomgame,59,2017,220,120,207,30.0,27.0,56.0,53.0,0.499,1133.0,23.0
Deandre Ayton,1,2018,276,140,405,66.0,20.0,69.0,81.0,0.612,1172.0,19.0
Marvin Bagley III,2,2018,270,131,366,29.0,27.0,75.0,60.0,0.614,1118.0,18.0
Jaren Jackson Jr.,4,2018,119,106,203,106.0,21.0,62.0,112.0,0.513,764.0,18.0
Trae Young,5,2018,261,236,125,8.0,54.0,167.0,57.0,0.422,1133.0,19.0
Mo Bamba,6,2018,146,81,316,111.0,23.0,46.0,76.0,0.541,906.0,19.0
Wendell Carter Jr.,7,2018,179,124,335,76.0,30.0,75.0,105.0,0.561,997.0,18.0
Collin Sexton,8,2018,196,196,124,3.0,28.0,92.0,81.0,0.447,987.0,19.0
Mikal Bridges,10,2018,244,114,212,43.0,61.0,54.0,86.0,0.514,1285.0,21.0
Shai Gilgeous-Alexander,11,2018,183,143,153,18.0,61.0,100.0,62.0,0.485,1248.0,19.0
Miles Bridges,12,2018,209,93,237,26.0,21.0,67.0,53.0,0.457,1067.0,19.0
Jerome Robinson,13,2018,249,146,126,5.0,30.0,96.0,88.0,0.485,1260.0,20.0
Michael Porter Jr.,14,2018,10,7,20,1.0,3.0,3.0,6.0,0.333,53.0,19.0
Troy Brown Jr.,15,2018,143,78,217,7.0,55.0,86.0,78.0,0.444,1093.0,18.0
Zhaire Smith,16,2018,154,91,185,42.0,42.0,41.0,67.0,0.556,1051.0,18.0
Donte DiVincenzo,17,2018,188,76,190,8.0,42.0,79.0,83.0,0.481,1170.0,21.0
Lonnie Walker IV,18,2018,132,48,83,15.0,30.0,37.0,51.0,0.415,888.0,19.0
Kevin Huerter,19,2018,162,75,161,21.0,20.0,80.0,76.0,0.503,1101.0,19.0
Josh Okogie,20,2018,133,133,150,23.0,42.0,61.0,70.0,0.416,873.0,19.0
Grayson Allen,21,2018,181,108,123,2.0,64.0,79.0,79.0,0.418,1319.0,22.0
Chandler Hutchison,22,2018,205,163,238,8.0,46.0,104.0,74.0,0.475,961.0,21.0
Aaron Holiday,23,2018,212,159,121,8.0,42.0,125.0,87.0,0.461,1244.0,21.0
Moritz Wagner,25,2018,216,75,278,20.0,38.0,56.0,120.0,0.528,1078.0,20.0
Landry Shamet,26,2018,154,85,103,6.0,23.0,67.0,61.0,0.489,1015.0,20.0
Jacob Evans,28,2018,161,86,170,35.0,47.0,63.0,72.0,0.427,1107.0,20.0
Omari Spellman,30,2018,160,49,321,59.0,26.0,40.0,92.0,0.476,1125.0,20.0
Jevon Carter,32,2018,215,133,172,13.0,112.0,98.0,111.0,0.422,1313.0,22.0
Jalen Brunson,33,2018,270,130,122,1.0,37.0,71.0,78.0,0.521,1272.0,21.0
Devonte' Graham,34,2018,199,167,157,2.0,62.0,109.0,56.0,0.4,1474.0,22.0
Gary Trent Jr.,37,2018,177,85,157,5.0,43.0,38.0,62.0,0.415,1253.0,19.0
Khyri Thomas,38,2018,184,67,144,8.0,56.0,59.0,62.0,0.538,1046.0,21.0
Jarred Vanderbilt,41,2018,29,24,110,11.0,6.0,15.0,37.0,0.426,238.0,18.0
Bruce Brown,42,2018,78,44,135,15.0,25.0,43.0,43.0,0.415,640.0,21.0
Justin Jackson,43,2018,37,24,89,9.0,9.0,32.0,15.0,0.366,321.0,20.0
Hamidou Diallo,45,2018,134,77,135,13.0,28.0,51.0,96.0,0.428,918.0,19.0
De'Anthony Melton,46,2018,101,77,170,37.0,69.0,64.0,81.0,0.437,972.0,18.0
Svi Mykhailiuk,47,2018,205,45,153,12.0,46.0,65.0,97.0,0.434,1346.0,20.0
Keita Bates-Diop,48,2018,247,112,296,56.0,31.0,62.0,57.0,0.48,1125.0,22.0
Chimezie Metu,49,2018,205,111,253,59.0,27.0,68.0,87.0,0.523,1053.0,20.0
Tony Carr,51,2018,245,147,183,11.0,30.0,85.0,68.0,0.408,1308.0,20.0
Kostas Antetokounmpo,60,2018,58,33,83,31.0,7.0,39.0,66.0,0.574,438.0,20.0
Zion Williamson,1,2019,296,130,293,59.0,70.0,78.0,68.0,0.68,990.0,18.0
Ja Morant,2,2019,265,221,188,27.0,58.0,170.0,48.0,0.499,1207.0,19.0
RJ Barrett,3,2019,319,149,288,16.0,34.0,123.0,70.0,0.454,1341.0,18.0
De'Andre Hunter,4,2019,205,123,193,22.0,22.0,52.0,76.0,0.52,1234.0,21.0
Darius Garland,5,2019,29,12,19,2.0,4.0,15.0,7.0,0.537,139.0,19.0
Jarrett Culver,6,2019,254,147,243,21.0,57.0,103.0,73.0,0.461,1234.0,19.0
Coby White,7,2019,188,104,124,11.0,38.0,93.0,68.0,0.423,999.0,18.0
Jaxson Hayes,8,2019,123,74,160,71.0,19.0,29.0,107.0,0.728,747.0,18.0
Rui Hachimura,9,2019,275,164,240,27.0,35.0,68.0,74.0,0.591,1117.0,20.0
Cam Reddish,10,2019,154,88,133,21.0,56.0,96.0,86.0,0.356,1069.0,19.0
Cameron Johnson,11,2019,127,60,149,11.0,31.0,38.0,86.0,0.447,1099.0,20.0
Cameron Johnson,11,2019,211,90,208,10.0,43.0,54.0,53.0,0.506,1076.0,22.0
P.J. Washington,12,2019,190,118,264,43.0,29.0,69.0,86.0,0.522,1024.0,20.0
Tyler Herro,13,2019,186,87,166,12.0,40.0,60.0,47.0,0.462,1207.0,19.0
Romeo Langford,14,2019,177,140,172,26.0,25.0,68.0,60.0,0.448,1090.0,19.0
Chuma Okeke,16,2019,168,65,260,46.0,69.0,66.0,71.0,0.496,1105.0,20.0
Nickeil Alexander-Walker,17,2019,190,112,139,18.0,64.0,97.0,78.0,0.474,1167.0,20.0
Matisse Thybulle,20,2019,112,57,111,82.0,126.0,66.0,100.0,0.415,1118.0,21.0
Brandon Clarke,21,2019,219,79,261,77.0,35.0,53.0,78.0,0.592,957.0,20.0
Brandon Clarke,21,2019,257,109,317,117.0,43.0,57.0,79.0,0.687,1040.0,22.0
Grant Williams,22,2019,234,213,278,55.0,42.0,83.0,110.0,0.564,1181.0,20.0
Ty Jerome,24,2019,178,67,157,1.0,57.0,61.0,64.0,0.435,1256.0,21.0
Nassir Little,25,2019,131,77,166,19.0,19.0,48.0,59.0,0.478,656.0,18.0
Dylan Windler,26,2019,243,116,357,19.0,47.0,69.0,69.0,0.54,1097.0,22.0
Mfiondu Kabengele,27,2019,164,137,220,56.0,21.0,48.0,96.0,0.502,798.0,21.0
Jordan Poole,28,2019,161,75,110,8.0,40.0,57.0,74.0,0.436,1224.0,19.0
Keldon Johnson,29,2019,172,109,217,6.0,28.0,60.0,83.0,0.461,1137.0,19.0
Kevin Porter Jr.,30,2019,74,24,84,11.0,17.0,39.0,44.0,0.471,464.0,18.0
Nic Claxton,31,2019,137,123,274,81.0,34.0,67.0,90.0,0.46,1011.0,19.0
KZ Okpala,32,2019,170,116,165,15.0,29.0,83.0,73.0,0.463,949.0,19.0
Carsen Edwards,33,2019,277,185,130,10.0,48.0,113.0,73.0,0.394,1275.0,20.0
Bruno Fernando,34,2019,173,113,362,64.0,22.0,95.0,92.0,0.607,1021.0,20.0
